Company,Theme,Level,Level Name,Use Case,Status,Capability to implement to others,Solution Name,Solution Description,Function in Solution,In-house / Vendor development,Folder_URL
TMA,Agile & Optimize Supply Operation,4,Predictive Connectivity,Predictive Delay Alerts,Red,Yes,TMA Predictive Delay Alerts Platform,Provides end-to-end visibility and Predictive Connectivity capabilities for TMA operations.,Automated Agile & Optimize Supply Operation monitoring for Predictive Delay Alerts,Co-development,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L4%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=ZDMu0x
TMA,Agile & Optimize Supply Operation,4,Predictive Connectivity,Supplier collaboration systems,Red,Yes,TMA Supplier collaboration systems Platform,Provides end-to-end visibility and Predictive Connectivity capabilities for TMA operations.,Automated Agile & Optimize Supply Operation monitoring for Supplier collaboration systems,Co-development,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L4%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=ZDMu0x
TMA,Agile & Optimize Supply Operation,4,Predictive Connectivity,Import Part Buffer Stock Optimization,Red,Yes,TMA Import Part Buffer Stock Optimization Platform,Provides end-to-end visibility and Predictive Connectivity capabilities for TMA operations.,Automated Agile & Optimize Supply Operation monitoring for Import Part Buffer Stock Optimization,Co-development,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L4%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=ZDMu0x
TMA,Agile & Optimize Supply Operation,4,Predictive Connectivity,Production Allocation & Scheduling Optimization,Red,No,TMA Production Allocation & Scheduling Optimization Platform,Provides end-to-end visibility and Predictive Connectivity capabilities for TMA operations.,Automated Agile & Optimize Supply Operation monitoring for Production Allocation & Scheduling Optimization,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L4%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=ZDMu0x
TMA,Agile & Optimize Supply Operation,3,Expanded Visibility (End to End),Inventory & Production Planning Optimization,Red,Yes,TMA Inventory & Production Planning Optimization Platform,Provides end-to-end visibility and Expanded Visibility (End to End) capabilities for TMA operations.,Automated Agile & Optimize Supply Operation monitoring for Inventory & Production Planning Optimization,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=b5eohp
TMA,Agile & Optimize Supply Operation,3,Expanded Visibility (End to End),Customer Order‑to‑Delivery Tracking,Green,No,TMA Customer Order‑to‑Delivery Tracking Platform,Provides end-to-end visibility and Expanded Visibility (End to End) capabilities for TMA operations.,Automated Agile & Optimize Supply Operation monitoring for Customer Order‑to‑Delivery Tracking,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=b5eohp
TMA,Agile & Optimize Supply Operation,2,Siloed System & Tracking,MSP Data Centralized & Visualization,Yellow,Yes,TMA MSP Data Centralized & Visualization Platform,Provides end-to-end visibility and Siloed System & Tracking capabilities for TMA operations.,Automated Agile & Optimize Supply Operation monitoring for MSP Data Centralized & Visualization,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=bbbaeH
TMA,Agile & Optimize Supply Operation,2,Siloed System & Tracking,Import/Local Parts inventory tracking & management (Smart Part visualization),Green,Yes,TMA Import/Local Parts inventory tracking & management (Smart Part visualization) Platform,Provides end-to-end visibility and Siloed System & Tracking capabilities for TMA operations.,Automated Agile & Optimize Supply Operation monitoring for Import/Local Parts inventory tracking & management (Smart Part visualization),Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=bbbaeH
TMA,Agile & Optimize Supply Operation,2,Siloed System & Tracking,Parts & Vehicle Delivery Log Sheets,Yellow,Yes,TMA Parts & Vehicle Delivery Log Sheets Platform,Provides end-to-end visibility and Siloed System & Tracking capabilities for TMA operations.,Automated Agile & Optimize Supply Operation monitoring for Parts & Vehicle Delivery Log Sheets,Co-development,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=bbbaeH
TMA,Agile & Optimize Supply Operation,2,Siloed System & Tracking,Digital Shipment Logging,Green,Yes,TMA Digital Shipment Logging Platform,Provides end-to-end visibility and Siloed System & Tracking capabilities for TMA operations.,Automated Agile & Optimize Supply Operation monitoring for Digital Shipment Logging,In-house,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=bbbaeH
TMA,Agile & Optimize Supply Operation,2,Siloed System & Tracking,Logistics Planning & Tracking,Yellow,Yes,TMA Logistics Planning & Tracking Platform,Provides end-to-end visibility and Siloed System & Tracking capabilities for TMA operations.,Automated Agile & Optimize Supply Operation monitoring for Logistics Planning & Tracking,In-house,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=bbbaeH
TMT,Production EQ Maintenance,5,Autonomous Jiritsuka MTN,Digital Twin Simulation,Red,Yes,TMT Digital Twin Simulation Platform,Provides end-to-end visibility and Autonomous Jiritsuka MTN capabilities for TMT operations.,Automated Production EQ Maintenance monitoring for Digital Twin Simulation,Co-development,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L5%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=EbQpSv
TMT,Production EQ Maintenance,5,Autonomous Jiritsuka MTN,Digital PMRS + AI Agentic,Yellow,Yes,TMT Digital PMRS + AI Agentic Platform,Provides end-to-end visibility and Autonomous Jiritsuka MTN capabilities for TMT operations.,Automated Production EQ Maintenance monitoring for Digital PMRS + AI Agentic,In-house,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L5%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=EbQpSv
TMT,Production EQ Maintenance,5,Autonomous Jiritsuka MTN,Autonomous Planning,Red,Yes,TMT Autonomous Planning Platform,Provides end-to-end visibility and Autonomous Jiritsuka MTN capabilities for TMT operations.,Automated Production EQ Maintenance monitoring for Autonomous Planning,In-house,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L5%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=EbQpSv
TMT,Production EQ Maintenance,5,Autonomous Jiritsuka MTN,AI Fault Diagnosis Assistant,Red,No,TMT AI Fault Diagnosis Assistant Platform,Provides end-to-end visibility and Autonomous Jiritsuka MTN capabilities for TMT operations.,Automated Production EQ Maintenance monitoring for AI Fault Diagnosis Assistant,Co-development,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L5%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=EbQpSv
TMT,Production EQ Maintenance,5,Autonomous Jiritsuka MTN,VR Maintenance Training,Red,Yes,TMT VR Maintenance Training Platform,Provides end-to-end visibility and Autonomous Jiritsuka MTN capabilities for TMT operations.,Automated Production EQ Maintenance monitoring for VR Maintenance Training,In-house,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L5%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=EbQpSv
TMT,Production EQ Maintenance,4,Predictive Maintenance,Digital PMRS + Predictive Layer,Red,No,TMT Digital PMRS + Predictive Layer Platform,Provides end-to-end visibility and Predictive Maintenance capabilities for TMT operations.,Automated Production EQ Maintenance monitoring for Digital PMRS + Predictive Layer,In-house,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L4%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=YnU9AE
TMT,Production EQ Maintenance,4,Predictive Maintenance,Spare Part Usage Prediction (AI),Red,Yes,TMT Spare Part Usage Prediction (AI) Platform,Provides end-to-end visibility and Predictive Maintenance capabilities for TMT operations.,Automated Production EQ Maintenance monitoring for Spare Part Usage Prediction (AI),In-house,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L4%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=YnU9AE
TMT,Production EQ Maintenance,4,Predictive Maintenance,Spare Part Reorder Alert Prediction,Yellow,Yes,TMT Spare Part Reorder Alert Prediction Platform,Provides end-to-end visibility and Predictive Maintenance capabilities for TMT operations.,Automated Production EQ Maintenance monitoring for Spare Part Reorder Alert Prediction,In-house,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L4%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=YnU9AE
TMT,Production EQ Maintenance,3,Condition-based MTN,Digital PMRS,Yellow,Yes,TMT Digital PMRS Platform,Provides end-to-end visibility and Condition-based MTN capabilities for TMT operations.,Automated Production EQ Maintenance monitoring for Digital PMRS,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=cnsOHP
TMT,Production EQ Maintenance,3,Condition-based MTN,M/C Data Monitoring,Red,Yes,TMT M/C Data Monitoring Platform,Provides end-to-end visibility and Condition-based MTN capabilities for TMT operations.,Automated Production EQ Maintenance monitoring for M/C Data Monitoring,In-house,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=cnsOHP
TMT,Production EQ Maintenance,3,Condition-based MTN,PM Method Optimization,Red,No,TMT PM Method Optimization Platform,Provides end-to-end visibility and Condition-based MTN capabilities for TMT operations.,Automated Production EQ Maintenance monitoring for PM Method Optimization,In-house,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=cnsOHP
TMT,Production EQ Maintenance,3,Condition-based MTN,RCA Board,Green,Yes,TMT RCA Board Platform,Provides end-to-end visibility and Condition-based MTN capabilities for TMT operations.,Automated Production EQ Maintenance monitoring for RCA Board,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=cnsOHP
TMT,Production EQ Maintenance,3,Condition-based MTN,PM Kanban,Yellow,Yes,TMT PM Kanban Platform,Provides end-to-end visibility and Condition-based MTN capabilities for TMT operations.,Automated Production EQ Maintenance monitoring for PM Kanban,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=cnsOHP
TMT,Production EQ Maintenance,3,Condition-based MTN,AR Maintenance Training,Red,Yes,TMT AR Maintenance Training Platform,Provides end-to-end visibility and Condition-based MTN capabilities for TMT operations.,Automated Production EQ Maintenance monitoring for AR Maintenance Training,In-house,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=cnsOHP
TMT,Production EQ Maintenance,3,Condition-based MTN,Spare Parts Inventory Management,Red,Yes,TMT Spare Parts Inventory Management Platform,Provides end-to-end visibility and Condition-based MTN capabilities for TMT operations.,Automated Production EQ Maintenance monitoring for Spare Parts Inventory Management,In-house,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=cnsOHP
TMT,Production EQ Maintenance,3,Condition-based MTN,Maintenance Control Center,Green,Yes,TMT Maintenance Control Center Platform,Provides end-to-end visibility and Condition-based MTN capabilities for TMT operations.,Automated Production EQ Maintenance monitoring for Maintenance Control Center,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=cnsOHP
TMT,Production EQ Maintenance,2,Standardized PMRS,Assignment Board,Green,No,TMT Assignment Board Platform,Provides end-to-end visibility and Standardized PMRS capabilities for TMT operations.,Automated Production EQ Maintenance monitoring for Assignment Board,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=pnFGPN
TMT,Production EQ Maintenance,2,Standardized PMRS,Standardized Skill Matrix,Green,No,TMT Standardized Skill Matrix Platform,Provides end-to-end visibility and Standardized PMRS capabilities for TMT operations.,Automated Production EQ Maintenance monitoring for Standardized Skill Matrix,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=pnFGPN
TMT,Quality Reform,5,Establish NDC involving Design/PE (Digital Transformation),Prescriptive problem analysis with auto generate & reflect to Design/PE,Red,Yes,TMT Prescriptive problem analysis with auto generate & reflect to Design/PE Platform,Provides end-to-end visibility and Establish NDC involving Design/PE (Digital Transformation) capabilities for TMT operations.,Automated Quality Reform monitoring for Prescriptive problem analysis with auto generate & reflect to Design/PE,In-house,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L5%20-%20Quality%20Reform?csf=1&web=1&e=mooqPQ
TMT,Quality Reform,5,Establish NDC involving Design/PE (Digital Transformation),Generative AI Quality (Market – Plant – PE – Supplier – Design),Red,Yes,TMT Generative AI Quality (Market – Plant – PE – Supplier – Design) Platform,Provides end-to-end visibility and Establish NDC involving Design/PE (Digital Transformation) capabilities for TMT operations.,Automated Quality Reform monitoring for Generative AI Quality (Market – Plant – PE – Supplier – Design),Co-development,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L5%20-%20Quality%20Reform?csf=1&web=1&e=mooqPQ
TMT,Quality Reform,5,Establish NDC involving Design/PE (Digital Transformation),"Component, Product, Process Digital Twin",Red,Yes,"TMT Component, Product, Process Digital Twin Platform",Provides end-to-end visibility and Establish NDC involving Design/PE (Digital Transformation) capabilities for TMT operations.,"Automated Quality Reform monitoring for Component, Product, Process Digital Twin",In-house,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L5%20-%20Quality%20Reform?csf=1&web=1&e=mooqPQ
